organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_host response to infection · human bone marrow,host effect,"human bone marrow; gametocyte, sequestered",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human bone marrow.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a gametocyte, sequestered protein binds is present in human bone marrow at all."
Pf,Pf_host proteome · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host transcriptome · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,A,19087,100.0%,,hepatocyte_tpm,"1 columns of 19,087 host proteins",average,,,,,
Pf,Pf_host surface / receptor repertoire · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host response to infection · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host proteome · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,average,,,missing,"Swept 2026-08-22. GTEx v10 carries `Skin_Sun_Exposed_Lower_leg` and `Skin_Not_Sun_Exposed_Suprapubic`, and both are SKIN -- epidermis and dermis together -- rather than the dermis the sporozoite is injected into. Shipping skin under a dermis label is the same substitution this campaign measured and refused for cell types.","A dermis-specific proteome or transcriptome, separated from epidermis; or a decision to widen the slot to `human skin`, which is a change to the QUESTION and so belongs to instruction 39 rather than to whoever is loading data."
Pf,Pf_host transcriptome · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,average,,,missing,"Swept 2026-08-22. GTEx v10 carries `Skin_Sun_Exposed_Lower_leg` and `Skin_Not_Sun_Exposed_Suprapubic`, and both are SKIN -- epidermis and dermis together -- rather than the dermis the sporozoite is injected into. Shipping skin under a dermis label is the same substitution this campaign measured and refused for cell types.","A dermis-specific proteome or transcriptome, separated from epidermis; or a decision to widen the slot to `human skin`, which is a change to the QUESTION and so belongs to instruction 39 rather than to whoever is loading data."
Pf,Pf_host surface / receptor repertoire · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,fill,,,missing,"Swept 2026-08-22. GTEx v10 carries `Skin_Sun_Exposed_Lower_leg` and `Skin_Not_Sun_Exposed_Suprapubic`, and both are SKIN -- epidermis and dermis together -- rather than the dermis the sporozoite is injected into. Shipping skin under a dermis label is the same substitution this campaign measured and refused for cell types.","A dermis-specific proteome or transcriptome, separated from epidermis; or a decision to widen the slot to `human skin`, which is a change to the QUESTION and so belongs to instruction 39 rather than to whoever is loading data."
Pf,Pf_host response to infection · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,separate,,,missing,"Swept 2026-08-22. GTEx v10 carries `Skin_Sun_Exposed_Lower_leg` and `Skin_Not_Sun_Exposed_Suprapubic`, and both are SKIN -- epidermis and dermis together -- rather than the dermis the sporozoite is injected into. Shipping skin under a dermis label is the same substitution this campaign measured and refused for cell types.","A dermis-specific proteome or transcriptome, separated from epidermis; or a decision to widen the slot to `human skin`, which is a change to the QUESTION and so belongs to instruction 39 rather than to whoever is loading data."
Pf,Pf_host proteome · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,average,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host transcriptome · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,average,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host surface / receptor repertoire · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,fill,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host response to infection · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,separate,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host proteome · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,average,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host transcriptome · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,average,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host surface / receptor repertoire · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,fill,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
Pf,Pf_host response to infection · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,separate,,,unreachable,"Swept 2026-08-22. VectorBase holds the tissue expression and its gene reports stopped answering anonymous callers, so it needs a VEuPathDB API key that is not set here. The EBI Expression Atlas has exactly one Anopheles experiment and it is a Trypanosoma infection contrast, not a baseline tissue. Salivary-gland and midgut proteomes exist in the literature for A. stephensi, A. albimanus and A. campestris; the gambiae ones are older and keyed to identifiers that predate AGAP.","Either a VEuPathDB API key, or a published gambiae midgut / salivary-gland table keyed to AGAP accessions. Note the SECOND blocker before starting: the host table keys on REVIEWED UniProt accessions and Anopheles has 301 reviewed entries against 14,559 total, so the identifier contract does not reach this organism. It needs the reference proteome as the canonical-accession source rather than Swiss-Prot, which is a change to `host.uniprot_index` and should be made deliberately rather than discovered mid-load."
