gene_id	utr5_length	utr5_n_uaugs	utr5_n_uorfs	utr5_n_oorfs	utr5_n_inframe_ext	utr5_kozak_score
TGME49_292010	2744	27	27	0	0	0.9122263508
TGME49_292020	1663	20	20	0	0	0.7065326943
TGME49_292035	1083	9	7	0	2	0.7409797234
TGME49_292055	1576	15	15	0	0	0.6582671589
TGME49_292080	445	3	2	1	0	0.5217246728
TGME49_292100	603	9	9	0	0	0.8471158589
TGME49_292110	502	9	9	0	0	0.4033075945
TGME49_292120	696	5	5	0	0	0.5583039309
TGME49_292130	101	1	0	1	0	0.91844557
TGME49_292140	776	8	8	0	0	0.6598066892
TGME49_292160	467	1	1	0	0	0.8430118847
TGME49_292170	992	7	6	1	0	0.8020988262
TGME49_292190	223	1	0	1	0	0.3757287775
TGME49_292200	1407	2	2	0	0	0.9087155333
TGME49_292220	751	0				0.9024552506
TGME49_292235	1152	5	5	0	0	0.7932834003
TGME49_292245	798	0				0.8347416844
TGME49_292300	380	5	0	5	0	0.3984488469
TGME49_292310	434	1	0	1	0	0.7328249795
TGME49_292320	961	5	4	1	0	0.7510534444
TGME49_292325	253	4	3	1	0	0.4428792751
TGME49_292330	666	4	4	0	0	0.8745211645
TGME49_292335	213	3	3	0	0	0.557385893
TGME49_292340	1446	16	14	2	0	0.3975310809
TGME49_292360	548	9	7	2	0	0.7505009716
TGME49_292375	837	10	9	1	0	0.5665487911
TGME49_292610	302	3	3	0	0	0.7369431435
TGME49_292920	274	2	2	0	0	0.8603564219
TGME49_292950	1259	11	11	0	0	0.6136153421
TGME49_292960	583	10	10	0	0	0.9565175434
TGME49_292975	3446	40	40	0	0	0.4852448932
TGME49_293000	1306	12	12	0	0	0.9322094353
TGME49_293040						
TGME49_293050	748	3	3	0	0	0.7624076059
TGME49_293060	942	2	1	1	0	0.8566318354
TGME49_293170	522	3	2	1	0	0.9095858497
TGME49_293180	119	0				0.7367280411
TGME49_293190	994	7	7	0	0	0.6611969844
TGME49_293200	601	4	4	0	0	0.7265350518
TGME49_293220	1495	9	9	0	0	0.6772987604
TGME49_293230	238	2	1	1	0	0.5388308501
TGME49_293240	791	7	6	1	0	0.8439415796
TGME49_293258	3271	40	40	0	0	0.5733015793
TGME49_293260	2113	10	10	0	0	0.3499866309
TGME49_293300	1221	13	13	0	0	0.7425050689
TGME49_293310	917	2	2	0	0	0.8855022499
TGME49_293320	337	1	1	0	0	0.4136790096
TGME49_293330	799	6	6	0	0	0.541431983
TGME49_293340	597	0				0.8452662568
TGME49_293350	842	12	11	1	0	0.7002996981
TGME49_293360	375	1	1	0	0	0.8950371264
TGME49_293380	604	2	2	0	0	0.7759276535
TGME49_293390	719	1	1	0	0	0.9129778556
TGME49_293400						
TGME49_293410	251	2	2	0	0	0.7773858125
TGME49_293430	262	2	1	1	0	0.7402137623
TGME49_293440	53	0				0.9160238491
TGME49_293470	41	0				0.8892232403
TGME49_293480	528	2	2	0	0	0.7856980887
TGME49_293490	1090	7	6	1	0	0.8113621211
TGME49_293510	462	7	6	0	1	0.8630790194
TGME49_293520	152	2	1	1	0	0.8141380251
TGME49_293540	975	6	5	1	0	0.5186654563
TGME49_293550	1247	9	9	0	0	0.7795417878
TGME49_293570	775	1	1	0	0	0.8861073562
TGME49_293580	1017	10	10	0	0	0.8553889194
TGME49_293590	1068	7	7	0	0	0.7550844225
TGME49_293600	938	14	12	2	0	0.5814618509
TGME49_293610	404	3	1	2	0	0.8536663255
TGME49_293630	883	7	7	0	0	0.7223617278
TGME49_293660	1265	22	22	0	0	0.539009806
TGME49_293670	927	12	12	0	0	0.7436517808
TGME49_293680	314	7	4	3	0	0.7796479016
TGME49_293690	93	0				0.8450156676
TGME49_293700	942	22	21	1	0	0.906553599
TGME49_293710	1679	23	23	0	0	0.8482157905
TGME49_293720	378	4	4	0	0	0.7484196644
TGME49_293730	774	4	4	0	0	0.8147857708
TGME49_293740	366	1	1	0	0	0.7880615566
TGME49_293760	1152	10	10	0	0	0.8977745439
TGME49_293770	819	8	7	1	0	0.5669296567
TGME49_293780	396	6	6	0	0	0.5737553948
TGME49_293810	166	0				0.5268423531
TGME49_293820	1048	10	10	0	0	0.6692460566
TGME49_293860	660	4	4	0	0	0.7876218995
TGME49_293870	271	2	1	1	0	0.9203006369
TGME49_293900	864	7	7	0	0	0.8922812981
TGME49_294010	306	0				0.4243779574
TGME49_294020	1105	5	5	0	0	0.8903570736
TGME49_294040	1774	3	3	0	0	0.882053182
TGME49_294050	490	4	3	1	0	0.8263874926
TGME49_294060	652	3	3	0	0	0.5195465633
TGME49_294180	505	4	4	0	0	0.514422175
TGME49_294190	424	3	2	1	0	0.4073104311
TGME49_294200	288	4	2	2	0	0.921162153
TGME49_294220	953	10	9	1	0	0.8481826861
TGME49_294230	160	2	2	0	0	0.6792394133
TGME49_294250	620	3	3	0	0	0.6715577051
TGME49_294270	238	1	1	0	0	0.7640948931
TGME49_294280	1155	6	6	0	0	0.604582451
TGME49_294290	549	7	7	0	0	0.8368231262
TGME49_294300	83	0				0.4095579255
TGME49_294310	642	12	12	0	0	0.8993984425
TGME49_294330	346	4	3	1	0	0.9331699045
TGME49_294340	1391	15	15	0	0	0.8381607736
TGME49_294350	1065	3	3	0	0	0.8187695071
TGME49_294360	876	3	3	0	0	0.781840126
TGME49_294370	1541	17	16	1	0	0.7641826315
TGME49_294380	923	9	9	0	0	0.8310111178
TGME49_294390	675	5	5	0	0	0.8819669624
TGME49_294400	733	5	5	0	0	0.5896250255
TGME49_294420	384	2	1	1	0	0.9125076322
TGME49_294430	723	7	6	1	0	0.9630194701
TGME49_294440	263	1	1	0	0	0.9064186309
TGME49_294550	1324	5	5	0	0	0.9686672561
TGME49_294560	438	4	3	1	0	0.8886664773
TGME49_294610	795	3	3	0	0	0.8179243357
TGME49_294620	328	0				0.8931543654
TGME49_294630	752	4	4	0	0	0.8388869853
TGME49_294640	534	3	3	0	0	0.8428742317
TGME49_294670	435	0				0.9933324001
TGME49_294690	1043	3	3	0	0	0.8367403415
TGME49_294700	1163	6	6	0	0	0.6002832346
TGME49_294710	938	3	3	0	0	0.8047381014
TGME49_294720	2840	11	10	1	0	0.7659615142
TGME49_294730	657	4	3	1	0	0.6209216034
TGME49_294740	1083	10	9	1	0	0.686366398
TGME49_294750						
TGME49_294760	296	2	1	1	0	0.4306535694
TGME49_294770	1395	6	6	0	0	0.9065790337
TGME49_294780	523	7	7	0	0	0.5502850439
TGME49_294790	215	5	4	0	1	0.3890775586
TGME49_294800	100	0				0.902902746
TGME49_294805	381	8	7	1	0	0.4868211601
TGME49_294808	217	4	2	2	0	0.7927447559
TGME49_294812	573	8	8	0	0	0.8849870136
TGME49_294820	2160	21	19	2	0	0.5063340057
TGME49_294830	913	13	11	2	0	0.5492903088
TGME49_294840	3709	20	19	1	0	0.8773413239
TGME49_294860	749	9	8	1	0	0.8267117307
TGME49_294870	480	2	1	1	0	0.5879434415
TGME49_294880	274	0				0.3880089459
TGME49_294890	1235	4	3	0	1	0.2965046127
TGME49_294898	346	0				0.611282092
TGME49_294902	223	0				0.7415295535
TGME49_294920	833	5	5	0	0	0.4719392264
TGME49_294930	787	4	4	0	0	0.7805134227
TGME49_294940	871	3	2	1	0	0.504312702
TGME49_294960	499	2	1	1	0	0.8037457584
TGME49_294970	444	4	2	2	0	0.6116409256
TGME49_294980	785	11	10	1	0	0.4540149925
TGME49_294990						
TGME49_295000	618	5	5	0	0	0.5769018809
TGME49_295030	1267	13	12	1	0	0.5513453303
TGME49_295035	738	9	8	1	0	0.4824460863
TGME49_295040	1612	1	1	0	0	0.6781692196
TGME49_295050	1687	11	11	0	0	0.8642377963
TGME49_295060	753	7	3	4	0	0.5994266249
TGME49_295070	843	1	1	0	0	0.8426832541
TGME49_295080	1308	10	10	0	0	0.7176306183
TGME49_295090	540	3	2	1	0	0.6913886276
TGME49_295100	1745	16	14	2	0	0.8126648235
TGME49_295105	112	3	3	0	0	0.9469239499
TGME49_295110	166	5	5	0	0	0.9469239499
TGME49_295310	465	3	3	0	0	0.9240950275
TGME49_295320	693	6	6	0	0	0.8817730981
TGME49_295330	1087	6	5	1	0	0.3909989341
TGME49_295340	529	4	4	0	0	0.8375096703
TGME49_295350	86	0				0.9912531072
TGME49_295360	254	0				0.9065959263
TGME49_295370	1154	8	8	0	0	0.7599941756
TGME49_295380	390	3	3	0	0	0.466911918
TGME49_295400	1839	16	14	2	0	0.6113107831
TGME49_295410	1019	6	6	0	0	0.9181265825
TGME49_295420	1371	10	10	0	0	0.5360369791
TGME49_295430	1708	19	19	0	0	0.6065571389
TGME49_295440	579	3	3	0	0	0.921511198
TGME49_295450	629	11	10	1	0	0.9191150037
TGME49_295460	928	7	7	0	0	0.6605679691
TGME49_295610	1192	16	16	0	0	0.8708570541
TGME49_295620	1717	10	10	0	0	0.9057041765
TGME49_295630	742	4	4	0	0	0.8616443051
TGME49_295650	1017	6	6	0	0	0.6086971426
TGME49_295658	934	5	5	0	0	0.8478126266
TGME49_295680	399	7	7	0	0	0.7550727048
TGME49_295690	332	1	1	0	0	0.8192994214
TGME49_295710	2069	10	10	0	0	0.8894153501
TGME49_295730	984	8	8	0	0	0.9116593605
TGME49_295760	1156	7	6	1	0	0.7063596459
TGME49_295770	491	2	1	1	0	0.8450319993
TGME49_295850	1366	8	8	0	0	0.52576304
TGME49_295910	559	9	7	2	0	0.8646201111
TGME49_295920	758	6	4	2	0	0.7909627473
TGME49_295935	5607	79	75	4	0	0.6390570301
TGME49_295970						
TGME49_295980						
TGME49_295990	1103	4	4	0	0	0.4261460136
TGME49_296000	900	19	18	1	0	0.3553313315
TGME49_296010	1499	12	12	0	0	0.9118373148
TGME49_296015	541	8	6	2	0	0.4240916957
TGME49_296020						
TGME49_296121	608	10	9	1	0	0.8065040574
TGME49_296950	495	7	6	1	0	0.8987822239
TGME49_297060	49	0				0.3927848274
TGME49_297070	674	7	7	0	0	0.553280347
TGME49_297080	2722	52	50	2	0	0.535595617
TGME49_297100	516	6	6	0	0	0.6418486513
TGME49_297110	900	11	11	0	0	0.5491807931
TGME49_297120	207	0				0.8313979391
TGME49_297130	2014	10	10	0	0	0.6687678368
TGME49_297140	697	6	6	0	0	0.8708568556
TGME49_297150	3219	17	16	1	0	0.8153706985
TGME49_297160	818	3	3	0	0	0.8492455142
TGME49_297170	560	2	1	1	0	0.8939585079
TGME49_297180	1092	0				0.5296874878
TGME49_297190	195	0				0.4600200358
TGME49_297210	754	2	2	0	0	0.4486469129
TGME49_297220	979	4	3	1	0	0.7404347761
TGME49_297230	845	6	6	0	0	0.9249300383
TGME49_297245	1161	8	8	0	0	0.5958555972
TGME49_297270	865	12	8	4	0	0.6101972254
TGME49_297320	978	7	6	1	0	0.4096850866
TGME49_297330	2311	37	37	0	0	0.8274925698
TGME49_297340	1744	28	28	0	0	0.8658264542
TGME49_297360	220	5	4	1	0	0.7873154126
TGME49_297400	1095	9	9	0	0	0.91825705
TGME49_297420	2666	40	39	1	0	0.6050928843
TGME49_297430	635	5	4	1	0	0.8845625074
TGME49_297460	3186	38	38	0	0	0.8686448487
TGME49_297465	435	3	3	0	0	0.6245181703
TGME49_297470	479	3	2	1	0	0.9073624406
TGME49_297480	1572	15	13	2	0	0.7743429229
TGME49_297500	456	2	0	2	0	0.7616917728
TGME49_297510	868	6	6	0	0	0.6480587132
TGME49_297520	877	6	5	1	0	0.9160055619
TGME49_297530	380	3	1	2	0	0.9279138914
TGME49_297640	988	7	6	1	0	0.6618709582
TGME49_297650	747	3	3	0	0	0.7524175736
TGME49_297690	394	3	3	0	0	0.6825902947
TGME49_297710	838	7	7	0	0	0.4711227023
TGME49_297720	344	1	1	0	0	0.5033547904
TGME49_297725	718	9	7	2	0	0.4338739621
TGME49_297730	507	1	1	0	0	0.9399698367
TGME49_297745	1206	6	6	0	0	0.7457141228
TGME49_297760	859	1	1	0	0	0.6738931275
TGME49_297770	1104	6	4	2	0	0.6516041812
TGME49_297780	75	0				0.4237102548
TGME49_297790	584	1	0	1	0	0.7383745734
TGME49_297800	1029	6	5	1	0	0.7674945793
TGME49_297810	111	0				0.8127325949
TGME49_297830	800	4	4	0	0	0.8004816051
TGME49_297840	1104	13	11	2	0	0.8188615853
TGME49_297845	583	8	8	0	0	0.4290035253
TGME49_297850	501	2	2	0	0	0.5711337425
TGME49_297870	505	2	2	0	0	0.8512167073
TGME49_297880	429	1	1	0	0	0.918689081
TGME49_297890	808	11	11	0	0	0.6846196203
TGME49_297900	804	10	10	0	0	0.5229288987
TGME49_297925	521	4	3	1	0	0.7499229254
TGME49_297940	387	1	1	0	0	0.3369884262
TGME49_297960	1188	8	8	0	0	0.883358023
TGME49_297970	2925	23	23	0	0	0.8117854896
TGME49_297980	1016	10	9	1	0	0.8141124661
TGME49_298010	2456	20	19	1	0	0.6351993056
TGME49_298020	882	3	3	0	0	0.7657336742
TGME49_298030	856	10	10	0	0	0.6755779334
TGME49_298040	776	13	12	1	0	0.6942921472
TGME49_298050	409	12	11	1	0	0.3981844662
TGME49_298060	301	4	4	0	0	0.8312123957
TGME49_298070	1435	26	25	1	0	0.6089551318
TGME49_298600	989	12	11	0	1	0.5141327972
TGME49_298610	1336	7	7	0	0	0.766397542
TGME49_298630	438	6	6	0	0	0.8984492287
TGME49_298840	2945	27	25	2	0	0.5571401206
TGME49_298970	507	4	3	1	0	0.8308746796
TGME49_298980	945	19	19	0	0	0.7637271025
TGME49_298990	1170	9	9	0	0	0.5791586837
TGME49_299000	805	10	8	2	0	0.5224995455
TGME49_299010						
TGME49_299015						
TGME49_299030	1011	11	10	1	0	0.89707794
TGME49_299040	1046	8	6	2	0	0.6073242389
TGME49_299050	87	0				0.8761671941
TGME49_299060	936	9	9	0	0	0.605313434
TGME49_299070	112	0				0.516526934
TGME49_299080	872	8	6	2	0	0.733758645
TGME49_299100	665	5	5	0	0	0.4317070463
TGME49_299110	623	4	4	0	0	0.7113296393
TGME49_299130	693	3	3	0	0	0.8203828246
TGME49_299160	1098	6	6	0	0	0.3460444807
TGME49_299172	878	4	2	2	0	0.6423657843
TGME49_299180	1474	6	5	1	0	0.5282088973
TGME49_299190	796	4	4	0	0	0.9084568012
TGME49_299200	702	3	3	0	0	0.8414524012
TGME49_299210	610	2	2	0	0	0.3502443224
TGME49_299240	781	13	13	0	0	0.8703724778
TGME49_299250	1304	9	7	2	0	0.8423257181
TGME49_299270	561	7	5	2	0	0.4526314845
TGME49_299670	985	17	16	1	0	0.5912268831
TGME49_299780	260	4	2	2	0	0.7552064713
TGME49_299810	98	0				0.5117307099
TGME49_299820	954	10	9	1	0	0.9078357592
TGME49_299970	895	0				0.7113145335
TGME49_299980	962	13	10	3	0	0.9912531072
TGME49_299990	951	6	6	0	0	0.8384147341
TGME49_299995	28	1	0	1	0	0.6611046928
TGME49_300000	56	0				0.8319727734
TGME49_300010	667	5	4	1	0	0.828204233
TGME49_300020	1013	7	7	0	0	0.7218096445
TGME49_300030	336	5	5	0	0	0.848212409
TGME49_300040	1156	12	12	0	0	0.4503852533
TGME49_300048	1760	30	30	0	0	0.6802877589
TGME49_300052						
TGME49_300055	2430	35	34	1	0	0.4033917366
TGME49_300060	1337	7	6	1	0	0.765490529
TGME49_300100	901	7	7	0	0	0.8565821525
TGME49_300110	806	5	4	1	0	0.9835775834
TGME49_300120	331	2	2	0	0	0.8688059137
TGME49_300140	62	0				0.7878520579
TGME49_300150	2362	19	19	0	0	0.8449481991
TGME49_300160	915	22	20	2	0	0.6799481769
TGME49_300180	541	3	3	0	0	0.9160371101
TGME49_300190	100	0				0.9813939762
TGME49_300200	202	1	1	0	0	0.8990237994
TGME49_300220	927	17	17	0	0	0.5483869084
TGME49_300240	871	5	4	1	0	0.7830729255
TGME49_300250	483	3	3	0	0	0.9025815504
TGME49_300260	312	1	0	0	1	0.9733856233
TGME49_300270	2256	14	14	0	0	0.8448653404
TGME49_300280	683	2	2	0	0	0.9179968199
TGME49_300290	485	0				0.7991050504
TGME49_300300	106	2	2	0	0	0.4035898521
TGME49_300310	795	1	1	0	0	0.6610642258
TGME49_300330	1007	4	4	0	0	0.5094669054
TGME49_300340	772	7	7	0	0	0.4538617208
TGME49_300350	566	3	2	1	0	0.7741580854
TGME49_300360	784	9	9	0	0	0.6810935516
TGME49_300380	627	6	6	0	0	0.6906585995
TGME49_300601						
TGME49_300604						
TGME49_300606						
TGME49_300608						
TGME49_300611						
TGME49_300612						
TGME49_300613						
TGME49_300615						
TGME49_300618						
TGME49_300621						
TGME49_300631						
TGME49_300641						
TGME49_300650						
TGME49_300660						
TGME49_300680						
TGME49_300690						
TGME49_300700						
TGME49_301000	651	7	7	0	0	0.8646239635
TGME49_301010	2061	11	9	2	0	0.5960011023
TGME49_301120	1299	12	12	0	0	0.8418790538
TGME49_301130	1169	5	5	0	0	0.9296838912
TGME49_301140	81	1	1	0	0	0.4668084265
TGME49_301160	118	1	1	0	0	0.9885340365
TGME49_301180	100	0				0.8592977037
TGME49_301210	1177	18	18	0	0	0.9230456173
TGME49_301216	426	3	3	0	0	0.8555042899
TGME49_301222	175	1	0	1	0	0.8926964917
TGME49_301250	1293	14	13	1	0	0.3357429204
TGME49_301270	1047	3	3	0	0	0.9426889073
TGME49_301290	773	3	2	1	0	0.8299162562
TGME49_301300	625	3	2	1	0	0.8410527556
TGME49_301310	700	4	4	0	0	0.7346984648
TGME49_301330	185	0				0.5051818509
TGME49_301340	449	2	1	1	0	0.349802901
TGME49_301350	1569	3	3	0	0	0.8482445465
TGME49_301380	727	5	5	0	0	0.8338769482
TGME49_301390	398	0				0.5876365038
TGME49_301400	1227	21	19	2	0	0.4381374436
TGME49_301410	910	4	2	2	0	0.900054179
TGME49_301420	936	4	4	0	0	0.9187770215
TGME49_301430	812	7	7	0	0	0.5511916936
TGME49_301440	1328	3	1	2	0	0.8857144007
TGME49_301450	955	6	6	0	0	0.3446674251
TGME49_301480	268	3	2	1	0	0.7919351054
TGME49_301890	170	1	1	0	0	0.8805700007
TGME49_301996						
TGME49_301998						
TGME49_302000						
TGME49_302003						
TGME49_302005						
TGME49_302007						
TGME49_302009						
TGME49_302050						
TGME49_302055						
TGME49_302057						
TGME49_304460	1811	15	14	1	0	0.909013885
TGME49_304470	602	8	8	0	0	0.3552698215
TGME49_304490	1185	7	7	0	0	0.6225186853
TGME49_304500	614	3	3	0	0	0.8559688499
TGME49_304520	470	2	2	0	0	0.9014429156
TGME49_304630	480	8	8	0	0	0.781421591
TGME49_304650	1000	9	7	2	0	0.5479708798
TGME49_304660	416	9	9	0	0	0.625672467
TGME49_304670	302	1	1	0	0	0.4283368327
TGME49_304680	764	1	1	0	0	0.8964890308
TGME49_304700	700	9	9	0	0	0.5904733782
TGME49_304710	838	1	1	0	0	0.9193257764
TGME49_304720	508	3	3	0	0	0.4942266094
TGME49_304730	179	2	2	0	0	0.8257823873
TGME49_304740	1210	13	12	1	0	0.8421484074
TGME49_304750	1349	14	14	0	0	0.8105309527
TGME49_304755						
TGME49_304760	763	1	1	0	0	0.6520959404
TGME49_304770	554	0				0.8423229302
TGME49_304880	956	14	12	2	0	0.5681560516
TGME49_304890	1299	15	15	0	0	0.6251740007
TGME49_304900	1968	12	12	0	0	0.4167288798
TGME49_304970	1616	9	7	2	0	0.8932819165
TGME49_304990	1365	8	8	0	0	0.9657598402
TGME49_305010	648	1	1	0	0	0.8973922921
TGME49_305020	1203	10	10	0	0	0.7460731356
TGME49_305030	535	2	2	0	0	0.6504563045
TGME49_305040	595	2	1	1	0	0.8445935563
TGME49_305050	238	0				0.9082771159
TGME49_305060	556	11	11	0	0	0.9066957281
TGME49_305070	175	0				0.8240617796
TGME49_305080	957	4	4	0	0	0.371291892
TGME49_305090	695	11	10	1	0	0.832865784
TGME49_305120	1499	18	17	1	0	0.6761223917
TGME49_305140	915	4	4	0	0	0.48188436
TGME49_305160	126	0				0.9564323462
TGME49_305180	1215	7	7	0	0	0.8995479059
TGME49_305190	928	6	5	1	0	0.5452851495
TGME49_305200	655	3	3	0	0	0.8839145122
TGME49_305220	200	2	1	1	0	0.9150316424
TGME49_305240	862	3	3	0	0	0.8355379821
TGME49_305250	867	9	9	0	0	0.7728716629
TGME49_305260	754	4	4	0	0	0.8965073181
TGME49_305270	973	13	13	0	0	0.5001874911
TGME49_305290	375	3	1	2	0	0.9925364046
TGME49_305310	759	12	10	2	0	0.8311995083
TGME49_305320	468	3	2	1	0	0.7708645867
TGME49_305330	2191	16	16	0	0	0.9781071079
TGME49_305340	1639	14	13	1	0	0.4400347111
TGME49_305450	722	4	4	0	0	0.840827167
TGME49_305455	769	1	0	1	0	0.6726449843
TGME49_305460	88	0				0.7826544627
TGME49_305470	1543	10	9	1	0	0.8180833127
TGME49_305480	755	6	6	0	0	0.8943815174
TGME49_305490	343	3	3	0	0	0.8194446076
TGME49_305510	515	4	4	0	0	0.6857382338
TGME49_305520	58	1	1	0	0	0.8488089334
TGME49_305540	901	8	8	0	0	0.587407883
TGME49_305560	409	4	3	1	0	0.7112093464
TGME49_305580	633	6	4	2	0	0.5870753504
TGME49_305590	670	3	2	1	0	0.7830095097
TGME49_305600	543	1	1	0	0	0.6597813973
TGME49_305610	1144	10	10	0	0	0.9719757641
TGME49_305620	855	9	8	1	0	0.4419374882
TGME49_305635	344	0				0.8486236358
TGME49_305640	851	3	3	0	0	0.5040125485
TGME49_305750	697	0				0.7179972392
TGME49_305760	879	2	2	0	0	0.6875330196
TGME49_305770	1066	6	6	0	0	0.6104619045
TGME49_305780	811	3	2	1	0	0.9562243676
TGME49_305800	901	5	5	0	0	0.8481380911
TGME49_305810	396	1	1	0	0	0.9741606132
TGME49_305820	212	0				0.9282382579
TGME49_305840	507	7	7	0	0	0.706107197
TGME49_305850	780	1	1	0	0	0.7483868481
TGME49_305860	1432	5	5	0	0	0.9406375393
TGME49_305870	435	4	3	1	0	0.6199532277
TGME49_305890	676	13	13	0	0	0.9195657711
TGME49_305900	731	3	3	0	0	0.4521015815
TGME49_305910	568	6	6	0	0	0.9028164738
TGME49_305920	394	3	2	1	0	0.5015391232
TGME49_305930	271	1	1	0	0	0.8390081798
TGME49_305940	1444	13	13	0	0	0.8830614891
TGME49_305950	547	5	5	0	0	0.4871124334
TGME49_305980	706	4	4	0	0	0.5701289845
TGME49_306000	1709	13	13	0	0	0.8565495428
TGME49_306020	925	11	11	0	0	0.8681800171
TGME49_306030	310	0				0.7393190892
TGME49_306040	446	2	2	0	0	0.5350495245
TGME49_306060	1382	11	11	0	0	0.7984325693
TGME49_306070	881	13	13	0	0	0.9176927076
TGME49_306080	767	7	7	0	0	0.5352862333
TGME49_306190	739	3	3	0	0	0.9143245923
TGME49_306195	585	3	3	0	0	0.8475151972
TGME49_306210	914	1	1	0	0	0.9646046395
TGME49_306220	1336	13	13	0	0	0.8166697486
TGME49_306250	603	12	12	0	0	0.7569875162
TGME49_306260	511	4	4	0	0	0.8531192156
TGME49_306270	274	1	0	1	0	0.8467295959
TGME49_306280	221	2	2	0	0	0.5142041213
TGME49_306290	307	3	3	0	0	0.9861175251
TGME49_306300	1076	10	10	0	0	0.8898666123
TGME49_306310	825	13	10	3	0	0.3739514993
TGME49_306330	329	1	0	1	0	0.632987703
TGME49_306350	892	3	3	0	0	0.9249872105
TGME49_306380	1172	1	0	1	0	0.914558754
TGME49_306390	292	1	0	0	1	0.7924305981
TGME49_306400	606	0				0.4163958819
TGME49_306410	973	5	5	0	0	0.5345642177
TGME49_306430	572	0				0.4364533059
TGME49_306440	310	3	3	0	0	0.6557840812
TGME49_306450	315	1	1	0	0	0.7586823063
TGME49_306455	274	1	0	1	0	0.8450741444
TGME49_306460	526	5	4	1	0	0.2970382617
TGME49_306470	1001	11	11	0	0	0.5779261051
TGME49_306490	1623	24	22	2	0	0.599778141
TGME49_306520	860	18	18	0	0	0.4714967538
TGME49_306530	1097	13	13	0	0	0.4955915244
TGME49_306540	580	2	2	0	0	0.8568984815
TGME49_306560	1392	8	8	0	0	0.8019314215
TGME49_306590	425	3	3	0	0	0.5917236136
TGME49_306600	1071	6	6	0	0	0.9004446605
TGME49_306610	1263	13	12	1	0	0.7535881349
TGME49_306640	1365	6	5	1	0	0.8334119587
TGME49_306650	299	0				0.9015627249
TGME49_306660	1430	10	9	1	0	0.4018971031
TGME49_306670	201	3	3	0	0	0.7671542686
TGME49_306680	383	4	3	1	0	0.9781741907
TGME49_306692						
TGME49_306700	6715	141	135	6	0	0.4425920605
TGME49_306710	1366	24	24	0	0	0.6614758791
TGME49_306890	572	4	4	0	0	0.7454601672
TGME49_306895	528	5	5	0	0	0.6614574452
TGME49_306900	199	6	3	3	0	0.8269296309
TGME49_306910	467	4	4	0	0	0.7946625785
TGME49_306920	1327	9	8	1	0	0.7390967943
TGME49_306930	434	1	0	0	1	0.8894519743
TGME49_306960	297	0				0.9095617803
TGME49_306970	488	0				0.9137872016
TGME49_306980	957	5	4	1	0	0.7429545009
TGME49_307000	1029	9	9	0	0	0.8449348645
TGME49_307010	1294	11	11	0	0	0.9651452707
TGME49_307020	584	6	6	0	0	0.8434471309
TGME49_307030	323	1	0	1	0	0.5329081341
TGME49_307040	480	7	7	0	0	0.7202941678
TGME49_307045	646	10	9	1	0	0.5019041796
TGME49_307260	269	2	2	0	0	0.752813685
TGME49_307270	1122	26	25	1	0	0.4814522821
TGME49_307450						
TGME49_307570						
TGME49_307575	594	8	8	0	0	0.6604936207
TGME49_307580	598	6	6	0	0	0.5606387033
TGME49_307605	974	14	14	0	0	0.8331796492
TGME49_307610	659	8	8	0	0	0.8074951053
TGME49_307650	568	3	3	0	0	0.5083435399
TGME49_307760	300	3	3	0	0	0.6588384085
TGME49_307770	964	13	11	2	0	0.4530806298
TGME49_307800	1397	19	18	1	0	0.8544862438
TGME49_307810	695	4	4	0	0	0.8073345604
TGME49_307820	1578	8	8	0	0	0.9836942777
TGME49_307830	106	0				0.7955547207
TGME49_307840	459	2	1	1	0	0.9195596041
TGME49_307850	248	3	3	0	0	0.9086503148
TGME49_307860	990	8	7	1	0	0.8011390229
TGME49_307980	140	2	0	2	0	0.6727634645
TGME49_307990	881	4	2	2	0	0.885507122
TGME49_308000	1114	9	9	0	0	0.9237743686
TGME49_308010	498	1	1	0	0	0.6003647061
TGME49_308020	589	3	3	0	0	0.6607530394
TGME49_308030	592	2	2	0	0	0.8574494749
TGME49_308040	1137	4	4	0	0	0.8554658255
TGME49_308050	1058	2	2	0	0	0.681626663
TGME49_308060	1216	5	5	0	0	0.65323923
TGME49_308070	973	7	7	0	0	0.7768582013
TGME49_308075	1144	20	20	0	0	0.7476610262
TGME49_308090						
TGME49_308093	362	5	5	0	0	0.9815088562
TGME49_308580	543	4	4	0	0	0.979752057
TGME49_308590	810	10	9	1	0	0.7830060559
TGME49_308810	1378	11	11	0	0	0.326896434
TGME49_308820	183	2	2	0	0	0.487762952
TGME49_308830	2207	16	14	2	0	0.4500671638
TGME49_308840	487	8	3	4	1	0.8856511958
TGME49_308850	910	12	10	2	0	0.8935490479
TGME49_308860	540	4	4	0	0	0.9165100139
TGME49_308870	1126	5	5	0	0	0.9105563859
TGME49_308880	1555	21	19	2	0	0.6748025126
TGME49_308890	918	5	4	0	1	0.5126240391
TGME49_308920	923	4	4	0	0	0.865538713
TGME49_308930	1316	19	19	0	0	0.5566722333
TGME49_308940	1588	9	9	0	0	0.7695060979
TGME49_308950	280	0				0.8152558069
TGME49_308970	675	10	10	0	0	0.7525661209
TGME49_308980	499	4	4	0	0	0.7237319464
TGME49_308990	909	9	9	0	0	0.6864822375
TGME49_309010	333	2	0	2	0	0.6736910144
TGME49_309020	265	2	2	0	0	0.8926101542
TGME49_309040	644	5	4	1	0	0.85924927
TGME49_309050	516	3	3	0	0	0.8475751822
