Gene ID	Genomic Sequence ID	Genomic Location (Gene)	Gene Strand	Gene Type
TGME49_306030	TGME49_chrIX	TGME49_chrIX:5,756,382..5,763,929(-)	reverse	protein coding gene
TGME49_306035	TGME49_chrIX	TGME49_chrIX:5,764,549..5,766,198(+)	forward	protein coding gene
TGME49_306040	TGME49_chrIX	TGME49_chrIX:5,766,677..5,774,611(-)	reverse	protein coding gene
TGME49_306050	TGME49_chrIX	TGME49_chrIX:5,776,799..5,778,243(+)	forward	protein coding gene
TGME49_306060	TGME49_chrIX	TGME49_chrIX:5,779,179..5,795,547(-)	reverse	protein coding gene
TGME49_306070	TGME49_chrIX	TGME49_chrIX:5,797,592..5,803,733(+)	forward	protein coding gene
TGME49_306080	TGME49_chrIX	TGME49_chrIX:5,804,577..5,815,661(+)	forward	protein coding gene
TGME49_306190	TGME49_chrIX	TGME49_chrIX:5,817,591..5,824,489(+)	forward	protein coding gene
TGME49_306195	TGME49_chrIX	TGME49_chrIX:5,825,143..5,827,273(-)	reverse	protein coding gene
TGME49_306210	TGME49_chrIX	TGME49_chrIX:5,827,403..5,832,979(+)	forward	protein coding gene
TGME49_306220	TGME49_chrIX	TGME49_chrIX:5,834,386..5,844,193(+)	forward	protein coding gene
TGME49_306230	TGME49_chrIX	TGME49_chrIX:5,847,234..5,864,963(+)	forward	protein coding gene
TGME49_306250	TGME49_chrIX	TGME49_chrIX:5,895,808..5,899,376(-)	reverse	protein coding gene
TGME49_306260	TGME49_chrIX	TGME49_chrIX:5,899,584..5,903,274(+)	forward	protein coding gene
TGME49_306270	TGME49_chrIX	TGME49_chrIX:5,903,415..5,905,229(-)	reverse	protein coding gene
TGME49_306280	TGME49_chrIX	TGME49_chrIX:5,906,461..5,908,173(-)	reverse	protein coding gene
TGME49_306290	TGME49_chrIX	TGME49_chrIX:5,909,728..5,921,502(-)	reverse	protein coding gene
TGME49_306300	TGME49_chrIX	TGME49_chrIX:5,923,407..5,934,647(+)	forward	protein coding gene
TGME49_306310	TGME49_chrIX	TGME49_chrIX:5,935,512..5,958,124(-)	reverse	protein coding gene
TGME49_306320	TGME49_chrIX	TGME49_chrIX:5,959,205..5,966,677(+)	forward	protein coding gene
TGME49_306330	TGME49_chrIX	TGME49_chrIX:5,968,046..5,972,065(+)	forward	protein coding gene
TGME49_306334	TGME49_chrIX	TGME49_chrIX:5,972,389..5,974,102(+)	forward	protein coding gene
TGME49_306350	TGME49_chrIX	TGME49_chrIX:6,031,411..6,042,996(+)	forward	protein coding gene
TGME49_306380	TGME49_chrIX	TGME49_chrIX:6,043,582..6,047,050(-)	reverse	protein coding gene
TGME49_306390	TGME49_chrIX	TGME49_chrIX:6,047,215..6,050,546(+)	forward	protein coding gene
TGME49_306400	TGME49_chrIX	TGME49_chrIX:6,052,712..6,059,139(+)	forward	protein coding gene
TGME49_306410	TGME49_chrIX	TGME49_chrIX:6,060,077..6,069,160(+)	forward	protein coding gene
TGME49_306430	TGME49_chrIX	TGME49_chrIX:6,069,280..6,078,174(-)	reverse	protein coding gene
TGME49_306440	TGME49_chrIX	TGME49_chrIX:6,078,596..6,091,515(+)	forward	protein coding gene
TGME49_306450	TGME49_chrIX	TGME49_chrIX:6,091,233..6,094,733(-)	reverse	protein coding gene
TGME49_306455	TGME49_chrIX	TGME49_chrIX:6,094,852..6,095,742(+)	forward	protein coding gene
TGME49_306460	TGME49_chrIX	TGME49_chrIX:6,097,273..6,105,428(+)	forward	protein coding gene
TGME49_306470	TGME49_chrIX	TGME49_chrIX:6,106,259..6,111,167(+)	forward	protein coding gene
TGME49_306480	TGME49_chrIX	TGME49_chrIX:6,115,598..6,121,971(+)	forward	protein coding gene
TGME49_306490	TGME49_chrIX	TGME49_chrIX:6,127,180..6,133,598(-)	reverse	protein coding gene
TGME49_306500	TGME49_chrIX	TGME49_chrIX:6,136,670..6,145,007(+)	forward	protein coding gene
TGME49_306510	TGME49_chrIX	TGME49_chrIX:6,146,593..6,151,883(-)	reverse	protein coding gene
TGME49_306520	TGME49_chrIX	TGME49_chrIX:6,154,657..6,160,889(+)	forward	protein coding gene
TGME49_306530	TGME49_chrIX	TGME49_chrIX:6,161,958..6,165,472(-)	reverse	protein coding gene
TGME49_306540	TGME49_chrIX	TGME49_chrIX:6,165,699..6,172,803(+)	forward	protein coding gene
TGME49_306550	TGME49_chrIX	TGME49_chrIX:6,171,724..6,177,377(-)	reverse	protein coding gene
TGME49_306560	TGME49_chrIX	TGME49_chrIX:6,180,349..6,187,008(+)	forward	protein coding gene
TGME49_306590	TGME49_chrIX	TGME49_chrIX:6,198,679..6,203,525(-)	reverse	protein coding gene
TGME49_306600	TGME49_chrIX	TGME49_chrIX:6,205,332..6,209,017(-)	reverse	protein coding gene
TGME49_306610	TGME49_chrIX	TGME49_chrIX:6,210,072..6,214,799(-)	reverse	protein coding gene
TGME49_306620	TGME49_chrIX	TGME49_chrIX:6,215,618..6,226,362(-)	reverse	protein coding gene
TGME49_306630	TGME49_chrIX	TGME49_chrIX:6,226,797..6,233,220(-)	reverse	protein coding gene
TGME49_306640	TGME49_chrIX	TGME49_chrIX:6,234,513..6,238,178(-)	reverse	protein coding gene
TGME49_306650	TGME49_chrIX	TGME49_chrIX:6,239,207..6,242,106(-)	reverse	protein coding gene
TGME49_306660	TGME49_chrIX	TGME49_chrIX:6,243,955..6,265,812(-)	reverse	protein coding gene
TGME49_306670	TGME49_chrIX	TGME49_chrIX:6,268,492..6,271,094(-)	reverse	protein coding gene
TGME49_306680	TGME49_chrIX	TGME49_chrIX:6,277,213..6,281,787(+)	forward	protein coding gene
TGME49_306688	TGME49_chrIX	TGME49_chrIX:6,287,619..6,289,575(-)	reverse	protein coding gene
TGME49_306692	TGME49_chrIX	TGME49_chrIX:6,293,128..6,293,905(+)	forward	protein coding gene
TGME49_306700	TGME49_chrIX	TGME49_chrIX:6,300,235..6,314,822(+)	forward	protein coding gene
TGME49_306710	TGME49_chrIX	TGME49_chrIX:6,316,020..6,318,124(+)	forward	protein coding gene
TGME49_306720	TGME49_chrIX	TGME49_chrIX:6,318,258..6,320,830(+)	forward	protein coding gene
TGME49_306730	TGME49_chrIX	TGME49_chrIX:6,320,450..6,322,930(+)	forward	protein coding gene
TGME49_306860	TGME49_chrXI	TGME49_chrXI:232,973..233,938(+)	forward	protein coding gene
TGME49_306870	TGME49_chrXI	TGME49_chrXI:219,788..221,410(+)	forward	protein coding gene
TGME49_306880	TGME49_chrXI	TGME49_chrXI:217,763..219,757(+)	forward	protein coding gene
TGME49_306890	TGME49_chrXI	TGME49_chrXI:210,857..217,255(+)	forward	protein coding gene
TGME49_306895	TGME49_chrXI	TGME49_chrXI:205,842..207,629(-)	reverse	protein coding gene
TGME49_306900	TGME49_chrXI	TGME49_chrXI:203,452..206,070(+)	forward	protein coding gene
TGME49_306910	TGME49_chrXI	TGME49_chrXI:190,168..201,729(+)	forward	protein coding gene
TGME49_306920	TGME49_chrXI	TGME49_chrXI:183,029..188,352(-)	reverse	protein coding gene
TGME49_306930	TGME49_chrXI	TGME49_chrXI:177,237..181,295(-)	reverse	protein coding gene
TGME49_306950	TGME49_chrXI	TGME49_chrXI:164,896..175,911(-)	reverse	protein coding gene
TGME49_306960	TGME49_chrXI	TGME49_chrXI:146,475..157,037(-)	reverse	protein coding gene
TGME49_306970	TGME49_chrXI	TGME49_chrXI:139,440..143,899(-)	reverse	protein coding gene
TGME49_306980	TGME49_chrXI	TGME49_chrXI:134,729..139,757(+)	forward	protein coding gene
TGME49_307000	TGME49_chrXI	TGME49_chrXI:131,148..134,551(-)	reverse	protein coding gene
TGME49_307010	TGME49_chrXI	TGME49_chrXI:122,798..130,716(+)	forward	protein coding gene
TGME49_307015	TGME49_chrXI	TGME49_chrXI:121,691..122,327(+)	forward	protein coding gene
TGME49_307020	TGME49_chrXI	TGME49_chrXI:118,349..121,323(+)	forward	protein coding gene
TGME49_307030	TGME49_chrXI	TGME49_chrXI:113,469..116,659(+)	forward	protein coding gene
TGME49_307040	TGME49_chrXI	TGME49_chrXI:93,047..113,100(+)	forward	protein coding gene
TGME49_307045	TGME49_chrXI	TGME49_chrXI:86,827..89,389(-)	reverse	protein coding gene
TGME49_307050	TGME49_chrXI	TGME49_chrXI:68,566..69,436(-)	reverse	protein coding gene
TGME49_307060	TGME49_chrXI	TGME49_chrXI:62,393..64,776(-)	reverse	protein coding gene
TGME49_307070	TGME49_chrXI	TGME49_chrXI:55,036..61,007(-)	reverse	protein coding gene
TGME49_307080	TGME49_chrXI	TGME49_chrXI:42,126..42,707(-)	reverse	protein coding gene
TGME49_307090	TGME49_chrXI	TGME49_chrXI:34,009..41,312(-)	reverse	protein coding gene
TGME49_307260	TGME49_chrXI	TGME49_chrXI:24,285..26,814(-)	reverse	protein coding gene
TGME49_307270	TGME49_chrXI	TGME49_chrXI:16,068..24,440(-)	reverse	protein coding gene
TGME49_307450	TGME49_chrV	TGME49_chrV:3,196,807..3,198,607(+)	forward	protein coding gene
TGME49_307460	TGME49_chrV	TGME49_chrV:3,209,328..3,210,681(+)	forward	protein coding gene
TGME49_307470	TGME49_chrV	TGME49_chrV:3,224,746..3,225,270(+)	forward	protein coding gene
TGME49_307480	TGME49_chrV	TGME49_chrV:3,272,953..3,273,806(+)	forward	protein coding gene
TGME49_307570	TGME49_chrIX	TGME49_chrIX:4,974,516..4,980,085(-)	reverse	protein coding gene
TGME49_307575	TGME49_chrIX	TGME49_chrIX:4,980,354..4,981,642(-)	reverse	protein coding gene
TGME49_307580	TGME49_chrIX	TGME49_chrIX:4,981,806..4,994,426(+)	forward	protein coding gene
TGME49_307603	TGME49_chrIX	TGME49_chrIX:5,002,369..5,011,263(+)	forward	protein coding gene
TGME49_307605	TGME49_chrIX	TGME49_chrIX:5,011,355..5,014,066(-)	reverse	protein coding gene
TGME49_307610	TGME49_chrIX	TGME49_chrIX:5,014,408..5,018,746(+)	forward	protein coding gene
TGME49_307640	TGME49_chrIX	TGME49_chrIX:5,032,181..5,036,112(-)	reverse	protein coding gene
TGME49_307650	TGME49_chrIX	TGME49_chrIX:5,037,914..5,042,487(-)	reverse	protein coding gene
TGME49_307750	TGME49_chrXII	TGME49_chrXII:377,533..377,604(+)	forward	ncRNA gene
TGME49_307760	TGME49_chrXII	TGME49_chrXII:380,430..386,597(-)	reverse	protein coding gene
TGME49_307770	TGME49_chrXII	TGME49_chrXII:388,444..399,809(-)	reverse	protein coding gene
TGME49_307800	TGME49_chrXII	TGME49_chrXII:411,984..418,580(-)	reverse	protein coding gene
TGME49_307810	TGME49_chrXII	TGME49_chrXII:419,889..426,717(-)	reverse	protein coding gene
TGME49_307815	TGME49_chrXII	TGME49_chrXII:429,177..430,694(-)	reverse	protein coding gene
TGME49_307820	TGME49_chrXII	TGME49_chrXII:429,177..433,305(+)	forward	protein coding gene
TGME49_307830	TGME49_chrXII	TGME49_chrXII:433,331..437,233(-)	reverse	protein coding gene
TGME49_307840	TGME49_chrXII	TGME49_chrXII:438,688..441,407(-)	reverse	protein coding gene
TGME49_307850	TGME49_chrXII	TGME49_chrXII:442,999..448,384(-)	reverse	protein coding gene
TGME49_307860	TGME49_chrXII	TGME49_chrXII:450,397..471,612(+)	forward	protein coding gene
TGME49_307980	TGME49_chrXII	TGME49_chrXII:474,316..484,382(+)	forward	protein coding gene
TGME49_307990	TGME49_chrXII	TGME49_chrXII:486,145..493,148(-)	reverse	protein coding gene
TGME49_308000	TGME49_chrXII	TGME49_chrXII:493,211..504,002(+)	forward	protein coding gene
TGME49_308010	TGME49_chrXII	TGME49_chrXII:504,070..508,685(-)	reverse	protein coding gene
TGME49_308020	TGME49_chrXII	TGME49_chrXII:508,546..512,330(-)	reverse	protein coding gene
TGME49_308030	TGME49_chrXII	TGME49_chrXII:513,086..523,410(+)	forward	protein coding gene
TGME49_308040	TGME49_chrXII	TGME49_chrXII:523,500..530,958(-)	reverse	protein coding gene
TGME49_308050	TGME49_chrXII	TGME49_chrXII:531,091..535,402(+)	forward	protein coding gene
TGME49_308060	TGME49_chrXII	TGME49_chrXII:540,465..552,666(+)	forward	protein coding gene
TGME49_308070	TGME49_chrXII	TGME49_chrXII:553,800..562,936(+)	forward	protein coding gene
TGME49_308075	TGME49_chrXII	TGME49_chrXII:563,670..566,453(-)	reverse	protein coding gene
TGME49_308090	TGME49_chrXII	TGME49_chrXII:566,721..568,370(-)	reverse	protein coding gene
TGME49_308093	TGME49_chrXII	TGME49_chrXII:569,152..573,256(-)	reverse	protein coding gene
TGME49_308096	TGME49_chrXII	TGME49_chrXII:575,649..577,408(-)	reverse	protein coding gene
TGME49_308580	TGME49_chrXI	TGME49_chrXI:254,186..268,044(+)	forward	protein coding gene
TGME49_308590	TGME49_chrXI	TGME49_chrXI:269,066..274,678(-)	reverse	protein coding gene
TGME49_308810	TGME49_chrXI	TGME49_chrXI:274,907..285,391(+)	forward	protein coding gene
TGME49_308820	TGME49_chrXI	TGME49_chrXI:287,412..288,643(-)	reverse	protein coding gene
TGME49_308830	TGME49_chrXI	TGME49_chrXI:288,390..293,827(+)	forward	protein coding gene
TGME49_308840	TGME49_chrXI	TGME49_chrXI:294,972..297,036(+)	forward	protein coding gene
TGME49_308850	TGME49_chrXI	TGME49_chrXI:298,500..303,671(+)	forward	protein coding gene
TGME49_308860	TGME49_chrXI	TGME49_chrXI:304,005..308,735(-)	reverse	protein coding gene
TGME49_308870	TGME49_chrXI	TGME49_chrXI:312,630..320,854(+)	forward	protein coding gene
TGME49_308880	TGME49_chrXI	TGME49_chrXI:322,205..332,524(-)	reverse	protein coding gene
TGME49_308890	TGME49_chrXI	TGME49_chrXI:332,725..351,780(+)	forward	protein coding gene
TGME49_308900	TGME49_chrXI	TGME49_chrXI:352,517..352,589(-)	reverse	ncRNA gene
TGME49_308910	TGME49_chrXI	TGME49_chrXI:353,698..353,770(-)	reverse	ncRNA gene
TGME49_308920	TGME49_chrXI	TGME49_chrXI:354,647..363,534(-)	reverse	protein coding gene
TGME49_308930	TGME49_chrXI	TGME49_chrXI:363,819..367,067(+)	forward	protein coding gene
TGME49_308940	TGME49_chrXI	TGME49_chrXI:369,173..379,254(+)	forward	protein coding gene
TGME49_308945	TGME49_chrXI	TGME49_chrXI:379,496..381,350(+)	forward	protein coding gene
TGME49_308950	TGME49_chrXI	TGME49_chrXI:382,067..384,709(+)	forward	protein coding gene
TGME49_308960	TGME49_chrXI	TGME49_chrXI:385,253..397,399(-)	reverse	protein coding gene
TGME49_308965	TGME49_chrXI	TGME49_chrXI:399,274..407,994(+)	forward	protein coding gene
TGME49_308970	TGME49_chrXI	TGME49_chrXI:409,902..412,526(+)	forward	protein coding gene
TGME49_308980	TGME49_chrXI	TGME49_chrXI:412,437..417,195(-)	reverse	protein coding gene
TGME49_308990	TGME49_chrXI	TGME49_chrXI:418,289..423,891(-)	reverse	protein coding gene
TGME49_309000	TGME49_chrXI	TGME49_chrXI:424,501..431,897(-)	reverse	protein coding gene
TGME49_309010	TGME49_chrXI	TGME49_chrXI:433,133..437,330(-)	reverse	protein coding gene
TGME49_309020	TGME49_chrXI	TGME49_chrXI:437,481..440,014(+)	forward	protein coding gene
TGME49_309025	TGME49_chrXI	TGME49_chrXI:444,579..446,517(-)	reverse	protein coding gene
TGME49_309030	TGME49_chrXI	TGME49_chrXI:446,833..451,949(-)	reverse	protein coding gene
TGME49_309040	TGME49_chrXI	TGME49_chrXI:453,234..457,500(-)	reverse	protein coding gene
TGME49_309050	TGME49_chrXI	TGME49_chrXI:459,820..463,899(-)	reverse	protein coding gene
TGME49_309060	TGME49_chrXI	TGME49_chrXI:463,949..472,239(+)	forward	protein coding gene
TGME49_309070	TGME49_chrXI	TGME49_chrXI:474,099..481,898(+)	forward	protein coding gene
TGME49_309080	TGME49_chrXI	TGME49_chrXI:482,084..488,373(-)	reverse	protein coding gene
TGME49_309090	TGME49_chrXI	TGME49_chrXI:490,251..497,667(-)	reverse	protein coding gene
TGME49_309095	TGME49_chrXI	TGME49_chrXI:497,645..499,548(+)	forward	protein coding gene
TGME49_309100	TGME49_chrXI	TGME49_chrXI:499,403..505,072(-)	reverse	protein coding gene
TGME49_309110	TGME49_chrXI	TGME49_chrXI:505,620..512,164(+)	forward	protein coding gene
TGME49_309120	TGME49_chrXI	TGME49_chrXI:513,621..516,269(-)	reverse	protein coding gene
TGME49_309130	TGME49_chrXI	TGME49_chrXI:516,661..518,049(+)	forward	protein coding gene
TGME49_309140	TGME49_chrXI	TGME49_chrXI:518,508..525,309(+)	forward	protein coding gene
TGME49_309150	TGME49_chrXI	TGME49_chrXI:526,102..526,545(-)	reverse	protein coding gene
TGME49_309160	TGME49_chrXI	TGME49_chrXI:526,599..530,260(-)	reverse	protein coding gene
TGME49_309170	TGME49_chrXI	TGME49_chrXI:533,370..540,191(-)	reverse	protein coding gene
TGME49_309185	TGME49_chrXI	TGME49_chrXI:541,095..543,084(-)	reverse	protein coding gene
TGME49_309190	TGME49_chrXI	TGME49_chrXI:542,856..551,596(+)	forward	protein coding gene
TGME49_309200	TGME49_chrXI	TGME49_chrXI:552,864..558,027(+)	forward	protein coding gene
TGME49_309210	TGME49_chrXI	TGME49_chrXI:558,704..561,594(-)	reverse	protein coding gene
TGME49_309220	TGME49_chrXI	TGME49_chrXI:562,597..572,272(-)	reverse	protein coding gene
TGME49_309230	TGME49_chrXI	TGME49_chrXI:571,190..573,668(+)	forward	protein coding gene
TGME49_309240	TGME49_chrXI	TGME49_chrXI:573,897..583,023(+)	forward	protein coding gene
TGME49_309250	TGME49_chrXI	TGME49_chrXI:584,140..600,510(-)	reverse	protein coding gene
TGME49_309265	TGME49_chrXI	TGME49_chrXI:600,757..605,325(+)	forward	protein coding gene
TGME49_309280	TGME49_chrXI	TGME49_chrXI:605,587..612,755(-)	reverse	protein coding gene
TGME49_309290	TGME49_chrXI	TGME49_chrXI:612,915..616,922(+)	forward	protein coding gene
TGME49_309300	TGME49_chrXI	TGME49_chrXI:617,548..619,905(+)	forward	protein coding gene
TGME49_309330	TGME49_chrXI	TGME49_chrXI:622,670..624,992(+)	forward	protein coding gene
TGME49_309352	TGME49_chrXI	TGME49_chrXI:633,112..635,401(+)	forward	protein coding gene
TGME49_309360	TGME49_chrXI	TGME49_chrXI:636,167..636,239(+)	forward	ncRNA gene
TGME49_309370	TGME49_chrXI	TGME49_chrXI:637,349..648,223(-)	reverse	protein coding gene
TGME49_309380	TGME49_chrXI	TGME49_chrXI:649,543..658,306(-)	reverse	protein coding gene
TGME49_309390	TGME49_chrXI	TGME49_chrXI:661,157..664,117(+)	forward	protein coding gene
TGME49_309400	TGME49_chrXI	TGME49_chrXI:664,541..678,389(-)	reverse	protein coding gene
TGME49_309405	TGME49_chrXI	TGME49_chrXI:680,406..681,591(+)	forward	protein coding gene
TGME49_309410	TGME49_chrXI	TGME49_chrXI:681,618..688,069(+)	forward	protein coding gene
TGME49_309420	TGME49_chrXI	TGME49_chrXI:688,647..707,289(-)	reverse	protein coding gene
TGME49_309550	TGME49_chrXI	TGME49_chrXI:721,270..723,344(+)	forward	protein coding gene
TGME49_309560	TGME49_chrXI	TGME49_chrXI:725,274..729,276(+)	forward	protein coding gene
TGME49_309570	TGME49_chrXI	TGME49_chrXI:730,324..733,885(-)	reverse	protein coding gene
TGME49_309580	TGME49_chrXI	TGME49_chrXI:734,368..744,376(+)	forward	protein coding gene
TGME49_309590	TGME49_chrXI	TGME49_chrXI:746,185..748,115(+)	forward	protein coding gene
TGME49_309600	TGME49_chrXI	TGME49_chrXI:750,828..761,287(+)	forward	protein coding gene
TGME49_309610	TGME49_chrXI	TGME49_chrXI:762,528..764,163(-)	reverse	protein coding gene
TGME49_309720	TGME49_chrXI	TGME49_chrXI:766,297..771,717(+)	forward	protein coding gene
TGME49_309730	TGME49_chrXI	TGME49_chrXI:773,567..781,755(-)	reverse	protein coding gene
TGME49_309740	TGME49_chrXI	TGME49_chrXI:783,833..786,337(-)	reverse	protein coding gene
TGME49_309752	TGME49_chrXI	TGME49_chrXI:786,498..791,055(+)	forward	protein coding gene
TGME49_309760	TGME49_chrXI	TGME49_chrXI:791,584..793,467(-)	reverse	protein coding gene
TGME49_309770	TGME49_chrXI	TGME49_chrXI:794,483..804,793(-)	reverse	protein coding gene
TGME49_309780	TGME49_chrXI	TGME49_chrXI:805,112..810,240(+)	forward	protein coding gene
TGME49_309790	TGME49_chrXI	TGME49_chrXI:812,029..816,699(+)	forward	protein coding gene
TGME49_309800	TGME49_chrXI	TGME49_chrXI:821,872..827,032(-)	reverse	protein coding gene
TGME49_309810	TGME49_chrXI	TGME49_chrXI:828,439..830,112(-)	reverse	protein coding gene
TGME49_309820	TGME49_chrXI	TGME49_chrXI:830,284..832,769(+)	forward	protein coding gene
TGME49_309830	TGME49_chrXI	TGME49_chrXI:832,907..834,464(-)	reverse	protein coding gene
TGME49_309835	TGME49_chrXI	TGME49_chrXI:834,478..834,551(-)	reverse	ncRNA gene
TGME49_309840	TGME49_chrXI	TGME49_chrXI:835,357..839,391(-)	reverse	protein coding gene
TGME49_309850	TGME49_chrXI	TGME49_chrXI:840,388..847,631(-)	reverse	protein coding gene
TGME49_309860	TGME49_chrXI	TGME49_chrXI:848,985..852,307(-)	reverse	protein coding gene
TGME49_309870	TGME49_chrXI	TGME49_chrXI:853,834..857,436(+)	forward	protein coding gene
TGME49_309880	TGME49_chrXI	TGME49_chrXI:858,867..865,637(+)	forward	protein coding gene
TGME49_309885	TGME49_chrXI	TGME49_chrXI:866,202..873,947(-)	reverse	protein coding gene
TGME49_309890	TGME49_chrXI	TGME49_chrXI:877,346..890,092(+)	forward	protein coding gene
TGME49_309910	TGME49_chrXI	TGME49_chrXI:890,635..901,443(-)	reverse	protein coding gene
TGME49_309920	TGME49_chrXI	TGME49_chrXI:901,878..908,110(+)	forward	protein coding gene
TGME49_309930	TGME49_chrXI	TGME49_chrXI:908,144..916,102(-)	reverse	protein coding gene
TGME49_309940	TGME49_chrXI	TGME49_chrXI:918,829..929,211(+)	forward	protein coding gene
TGME49_309950	TGME49_chrXI	TGME49_chrXI:929,860..934,903(+)	forward	protein coding gene
TGME49_309960	TGME49_chrXI	TGME49_chrXI:936,155..943,334(+)	forward	protein coding gene
TGME49_309980	TGME49_chrXI	TGME49_chrXI:944,123..988,175(-)	reverse	protein coding gene
TGME49_309990	TGME49_chrXI	TGME49_chrXI:990,461..992,792(+)	forward	protein coding gene
TGME49_310000	TGME49_chrXI	TGME49_chrXI:996,669..1,003,984(+)	forward	protein coding gene
TGME49_310010	TGME49_chrXI	TGME49_chrXI:1,005,798..1,012,699(+)	forward	protein coding gene
TGME49_310030	TGME49_chrXI	TGME49_chrXI:1,013,906..1,016,001(-)	reverse	protein coding gene
TGME49_310030	TGME49_chrXI	TGME49_chrXI:1,013,906..1,016,001(-)	reverse	protein coding gene
TGME49_310040	TGME49_chrXI	TGME49_chrXI:1,017,944..1,021,158(-)	reverse	protein coding gene
TGME49_310045	TGME49_chrXI	TGME49_chrXI:1,024,308..1,026,234(-)	reverse	protein coding gene
TGME49_310050	TGME49_chrXI	TGME49_chrXI:1,029,414..1,032,945(-)	reverse	protein coding gene
TGME49_310055	TGME49_chrXI	TGME49_chrXI:1,033,047..1,034,911(-)	reverse	protein coding gene
TGME49_310060	TGME49_chrXI	TGME49_chrXI:1,035,179..1,037,080(+)	forward	protein coding gene
TGME49_310070	TGME49_chrXI	TGME49_chrXI:1,037,155..1,042,175(-)	reverse	protein coding gene
TGME49_310080	TGME49_chrXI	TGME49_chrXI:1,043,864..1,049,962(-)	reverse	protein coding gene
TGME49_310090	TGME49_chrXI	TGME49_chrXI:1,051,931..1,052,803(-)	reverse	protein coding gene
TGME49_310100	TGME49_chrXI	TGME49_chrXI:1,052,534..1,059,807(+)	forward	protein coding gene
TGME49_310110	TGME49_chrXI	TGME49_chrXI:1,059,023..1,059,957(+)	forward	protein coding gene
TGME49_310118	TGME49_chrXI	TGME49_chrXI:1,059,990..1,067,696(-)	reverse	protein coding gene
TGME49_310130	TGME49_chrXI	TGME49_chrXI:1,069,369..1,083,590(-)	reverse	protein coding gene
TGME49_310140	TGME49_chrXI	TGME49_chrXI:1,083,814..1,092,414(+)	forward	protein coding gene
TGME49_310150	TGME49_chrXI	TGME49_chrXI:1,092,557..1,097,390(-)	reverse	protein coding gene
TGME49_310160	TGME49_chrXI	TGME49_chrXI:1,099,768..1,107,215(+)	forward	protein coding gene
TGME49_310170	TGME49_chrXI	TGME49_chrXI:1,106,556..1,114,040(-)	reverse	protein coding gene
TGME49_310173	TGME49_chrXI	TGME49_chrXI:1,113,952..1,114,898(+)	forward	protein coding gene
TGME49_310177	TGME49_chrXI	TGME49_chrXI:1,116,970..1,120,937(+)	forward	protein coding gene
TGME49_310180	TGME49_chrXI	TGME49_chrXI:1,121,919..1,125,909(+)	forward	protein coding gene
TGME49_310190	TGME49_chrXI	TGME49_chrXI:1,126,974..1,140,763(-)	reverse	protein coding gene
TGME49_310200	TGME49_chrXI	TGME49_chrXI:1,140,939..1,151,813(-)	reverse	protein coding gene
TGME49_310210	TGME49_chrXI	TGME49_chrXI:1,153,641..1,159,312(-)	reverse	protein coding gene
TGME49_310215	TGME49_chrXI	TGME49_chrXI:1,160,916..1,162,492(+)	forward	protein coding gene
TGME49_310220	TGME49_chrXI	TGME49_chrXI:1,163,092..1,178,733(+)	forward	protein coding gene
TGME49_310235	TGME49_chrXI	TGME49_chrXI:1,179,437..1,182,837(-)	reverse	protein coding gene
TGME49_310240	TGME49_chrXI	TGME49_chrXI:1,183,009..1,187,171(+)	forward	protein coding gene
TGME49_310250	TGME49_chrXI	TGME49_chrXI:1,187,767..1,194,321(-)	reverse	protein coding gene
TGME49_310260	TGME49_chrXI	TGME49_chrXI:1,195,818..1,198,597(-)	reverse	protein coding gene
TGME49_310270	TGME49_chrXI	TGME49_chrXI:1,201,887..1,211,385(+)	forward	protein coding gene
TGME49_310275	TGME49_chrXI	TGME49_chrXI:1,212,656..1,217,057(+)	forward	protein coding gene
TGME49_310280	TGME49_chrXI	TGME49_chrXI:1,218,443..1,226,512(+)	forward	protein coding gene
TGME49_310290	TGME49_chrXI	TGME49_chrXI:1,231,375..1,240,503(-)	reverse	protein coding gene
TGME49_310300	TGME49_chrXI	TGME49_chrXI:1,240,816..1,252,122(+)	forward	protein coding gene
TGME49_310310	TGME49_chrXI	TGME49_chrXI:1,252,795..1,256,280(-)	reverse	protein coding gene
TGME49_310320	TGME49_chrXI	TGME49_chrXI:1,256,459..1,263,241(+)	forward	protein coding gene
TGME49_310330	TGME49_chrXI	TGME49_chrXI:1,264,434..1,268,745(-)	reverse	protein coding gene
TGME49_310340	TGME49_chrXI	TGME49_chrXI:1,270,714..1,272,276(-)	reverse	protein coding gene
TGME49_310350	TGME49_chrXI	TGME49_chrXI:1,275,908..1,288,833(-)	reverse	protein coding gene
TGME49_310360	TGME49_chrXI	TGME49_chrXI:1,291,672..1,295,251(+)	forward	protein coding gene
TGME49_310370	TGME49_chrXI	TGME49_chrXI:1,298,385..1,305,521(+)	forward	protein coding gene
TGME49_310380	TGME49_chrXI	TGME49_chrXI:1,307,365..1,313,577(+)	forward	protein coding gene
TGME49_310390	TGME49_chrXI	TGME49_chrXI:1,311,625..1,318,541(-)	reverse	protein coding gene
TGME49_310400	TGME49_chrXI	TGME49_chrXI:1,318,681..1,320,471(+)	forward	protein coding gene
TGME49_310410	TGME49_chrXI	TGME49_chrXI:1,320,517..1,327,609(-)	reverse	protein coding gene
TGME49_310420	TGME49_chrXI	TGME49_chrXI:1,329,067..1,331,954(-)	reverse	protein coding gene
TGME49_310430	TGME49_chrXI	TGME49_chrXI:1,332,218..1,340,347(+)	forward	protein coding gene
